text,label
"is it forecast to be freezing in benedict ?
","weather
"
"find the game company of heroes
","search
"
"book the bobcat bite
","restaurant
"
"will it be warmer at 2 pm at the ak-suu complex nature reserve
","weather
"
"i want to go to the freight house in gabon
","restaurant
"
"book a table for nine people in svalbard and jan mayen
","restaurant
"
"book me a taverna restaurant
","restaurant
"
"looking for free four tobias tells the divergent knife-throwing scene
","search
"
"find a picture called cahoots
","search
"
"what films are at century theatres in twelve hours
","movie
"
"play a song by alasdair roberts from 1996
","music
"
"i d like to hear don airey s gonna raise hell
","music
"
"show the late great townes van zandt
","search
"
"what are the movie schedules for santikos theatres ?
","movie
"
"play a chant by sonsee
","music
"
"play the tv show iron seed
","search
"
"how is the weather right now at my current place ?
","weather
"
"play latina
","music
"
"book a restaurant for nine on 16 hours from now
","restaurant
"
"weather for notasulga at elevenses
","weather
"
"find animated movies close by with a movie schedule
","movie
"
"will it be snowy in crouch french polynesia ?
","weather
"
"find the flying ace
","movie
"
"book a spot for one at a fish restaurant
","restaurant
"
"will it be freezing on 4 20 2038 in american beach nc
","weather
"
"play a record from the seventies
","music
"
"i would like a table at a taverna with croquembouche for 1 minute from now
","restaurant
"
"what time will the amco entertainment be plying the teeth of the tiger
","movie
"
"play some mike porcaro
","music
"
"find a cineplex odeon corporation showing movies
","movie
"
"book a reservation for 4 people at a restaurant within the same area as my step daughters position
","restaurant
"
"play me the most popular arthur johnston song
","music
"
"what movies will be showing around here ?
","movie
"
"where is the tv show am universum
","search
"
"what are the weather conditions going to be like in manhasset vermont on dec the 6th 2036 ?
","weather
"
"book four people at a madagascar bar
","restaurant
"
"please give me the movie schedule
","movie
"
"show me the album andrews university seminary studies
","search
"
"what is the movie schedule today at neighborhood cinema group ?
","movie
"
"play mohammed abdu from top 20
","music
"
"what will the weather be in wakarusa
","weather
"
"what is it like on 7 10 2023 in the current place
","weather
"
"book in rocky mound for four 1 hour from now
","restaurant
"
"id like seats for one at a restaurant in 1 hour at a place in la madera that has parking
","restaurant
"
"what is the tv show journal of personality and social psychology ?
","search
"
"show the trailer of rugrats go wild
","search
"
"find movies with movie schedules in the neighborhood
","movie
"
"i want to take four friends to the pub for some tuna casserole
","restaurant
"
"find the movie schedule
","movie
"
"i need to find the so nice soundtrack
","search
"
"i need a table for 10 at the best gastropub
","restaurant
"
"play music from the list indie electronics
","music
"
"find me the picture entitled i’ll take care of you
","search
"
"would like a table right now for leonor mendoza imogene and lisa sanchez
","restaurant
"
"book a food truck for greek food for 7
","restaurant
"
"need a table for rita antoinette and i
","restaurant
"
"what is the cloud coverage in my current place
","weather
"
"in wynnedale ak will it blizzard
","weather
"
"where can i view the picture of workin’ with the miles davis quintet
","search
"
"can a i get the movie schedule for sympathy for the devil
","movie
"
"how to buy picture of agent hamilton but not if it concerns your daughter
","search
"
"id like to eat in 1 minute at a neighboring neighborhood restaurant
","restaurant
"
"what movies are playing at the nearest movie house
","movie
"
"will it be overcast at night in kenmore fl ?
","weather
"
"i want to find parking next to a restaurant for 10
","restaurant
"
"show me the video game when in rome 2007
","search
"
"i want to book a restaurant in neshanic station nigeria for 06 18 13 pm
","weather
"
"i want to hear music from the lotus flower album by andy mccoy
","music
"
"weather in grey eagle on feb fifteenth 2034
","weather
"
"please book a restaurant for nine members on august 25 in dc
","restaurant
"
"i want to book a bistro that serves pasta salad in brazil
","restaurant
"
"show me movies in the area
","movie
"
"play the sound track by ferry corsten
","music
"
"when was the tv show crazysexycool taken off air?
","search
"
"i d like to see the painting empire of two worlds
","search
"
"i need to know the forecast for two am in grand lake towne
","weather
"
"is it cloudy in vermont on 06 30 26 pm
","weather
"
"find a game called an aerial joy ride
","search
"
"book tun tavern for shawna davis michelle and lizzie in vermont
","restaurant
"
"what time is hitman city playing
","movie
"
"what will the weather be in mascoutah tanzania at 09 04 38 am
","weather
"
"find the television show birth of the cool
","search
"
"search for the un provinciale a new york tv show
","search
"
"when is the stain playing at loews cineplex ?
","movie
"
"i need the forecast for close by becharof national wildlife refuge in nine months
","weather
"
"what are the movie times for united paramount theatres
","movie
"
"show the swan princess
","search
"
"will be warm in hallwood kosovo ?
","weather
"
"i need a table for ten on april the eighteenth 2030
","restaurant
"
"show the movie schedules with animated movies around here
","movie
"
"restaurant in zambia that is close for a party of 10
","restaurant
"
"what will the weather be like here on dec 8 2019
","weather
"
"what time does the next movie play around here
","movie
"
"what will the weather be in lago vista on october fourteenth 2022
","weather
"
"play my electro sur playlist
","music
"
"will there be snowfall in coxs mills vatican ?
","weather
"
"book a popular tuscan restaurant for 7 people in west richfield
","restaurant
"
"what time is truth about kerry playing at movie house
","movie
"
"find the endangered species song
","search
"
"book a reservation for bettye and lakeisha jimenez at a bar
","restaurant
"
"play the playlist grime shutdown
","music
"
"show me the picture totally true love
","search
"
"i want a table for 4 at any kind of goiano bar
","restaurant
"
"find a tv series called white bread black beer
","search
"
"what will be the humidity 5 years from now in bradbury mountain state park ?
","weather
"
"play music off youtube
","music
"
"find something crucial a book
","search
"
"find movie schedules for loews cineplex
","movie
"
"what time is the bodyguard at malco theatres playing
","movie
"
"find a movie house closest with animated movies
","movie
"
"want to see the trailer for the prefect
","search
"
"i m looking to watch savage grace at showcase cinemas at thirteen o clock
","movie
"
"find me a nice restaurant in mulvane
","restaurant
"
"i want to watch escape the fate discography
","search
"
"play solange 2016 album
","music
"
"find a show called star trek starfleet academy starship bridge simulator
","search
"
"what will the weather be like in russia in one hour from now
","weather
"
"how will snowfall be here in 2 21 2022 ?
","weather
"
"i m looking for the show called the origin of the milky way
","search
"
"find the movie schedule
","movie
"
"play fourties soundtrack from hamish maccunn
","music
"
"what aree the weather conditions not far from poneto
","weather
"
"where can i watch portrait of a woman nude in 1 hour ?
","movie
"
"play any song from 2006
","music
"
"can you get me the all night long 3 the final chapter novel ?
","search
"
"will it snow in granbury ?
","weather
"
"please let me know the weather forecast in louisiana state
","weather
"
